"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis","A","B","C","D","E","F","G","H"
"ENSMUSP00000045606","ENSMUSG00000041426","Hibch","1",52.845013,52.883,52.920986,"1",52.661053,"UNC674249",37.1549574852561,TRUE,-0.126450854193886,0.171010618133155,0.0522843831577613,0.232942360733143,-0.150175410261327,-2.38550209308108,0.83448694428182,1.37140405122986
"ENSMUSP00000046497","ENSMUSG00000042647","Acad12","5",121.598284,121.608611,121.618938,"5",121.629797,"UNC050201332",37.146665390883,TRUE,-0.0163162690322166,-0.0517636094279219,-0.273277452597018,0.254546841668737,0.0458987136340389,1.78102880688827,-1.9868801586833,0.246763127548985
"ENSMUSP00000028807","ENSMUSG00000027332","Ivd","2",118.861954,118.872432,118.882909,"2",118.612729,"UNC3833893",35.802971292829,TRUE,0.166764399894054,0.522929462384272,-2.0271528622247,0.346574647733644,0.385193468960915,0.134730114934305,0.263027338352156,0.207933429966156
"ENSMUSP00000033098","ENSMUSG00000030826","Bcat2","7",45.570153,45.579932,45.58971,"7",45.558327,"UNC12731311",35.7520151667224,TRUE,-0.986906318440705,-1.08610243035723,1.49188648327754,-0.835863154352274,0.500989372700399,1.34217547183419,0.605455526888904,-1.03163495154979
"ENSMUSP00000136589","ENSMUSG00000020072","Pbld1","10",63.061582,63.069772,63.077962,"10",62.400052,"UNC18081503",35.6035042937306,TRUE,-0.775620944101763,0.0371783465255597,-0.173248763397983,-0.66223148633613,-1.44961695038217,2.26973050520623,0.802253921500725,-0.0484446290141518
"ENSMUSP00000047898","ENSMUSG00000015023","Ddx19a","8",110.974996,110.986398,110.9978,"8",110.808393,"UNC15492366",35.2905154078334,TRUE,-0.995096355287425,-0.486388643893118,-0.874520935143207,-0.65211998892236,-0.737540915553456,1.23980790011347,2.07106958952127,0.434789349163728
"ENSMUSP00000012348","ENSMUSG00000040562","Gstm2","3",107.981702,107.984078,107.986453,"3",107.922825,"UNC5922737",35.2047538696517,TRUE,0.457875963300224,0.225292284880421,0.135120708224565,0.317617762053812,-0.910550693574118,1.8375703619044,-1.10264399084136,-0.960282395948105
"ENSMUSP00000028233","ENSMUSG00000026874","Hc","2",34.983331,35.022384,35.061438,"2",35.204068,"UNC2865530",35.1543248247045,TRUE,-1.4240419309799,1.18940295725386,0.855850667256793,-1.5556901234637,0.326824829521915,0.197164275962943,0.110651273600898,0.299838050846448
"ENSMUSP00000047218","ENSMUSG00000035637","Grhpr","4",44.981395,44.986064,44.990734,"4",45.152174,"UNC7158396",35.0756978898523,TRUE,0.778137771105619,0.718199029246183,0.677621255791515,0.79856939639391,0.526419932706,-1.55556455553132,-1.59109593463871,-0.352286895073202
"ENSMUSP00000097860","ENSMUSG00000041828","Abca8a","11",110.025634,110.060806,110.095978,"11",109.854415,"UNC20365061",34.9625144838629,TRUE,-1.25047361195444,-0.700558507928611,-0.685157733452515,-0.910083038536097,-0.512655879844559,1.61984839114833,0.658951843464054,1.78012853710471
"ENSMUSP00000114504","ENSMUSG00000035944","Ttc38","15",85.832306,85.845564,85.858822,"15",85.960913,"UNC26027578",34.7415360890129,TRUE,1.03870690068847,0.115059205626204,-2.08200662772088,1.15370998931194,1.06128136752322,-0.638425293821118,-0.877725854329837,0.229400312721727
"ENSMUSP00000053540","ENSMUSG00000021033","Gstz1","12",87.147707,87.156214,87.164721,"12",87.105988,"UNC21559409",34.2211622253509,TRUE,0.792081517677714,0.244587038165366,0.87931423201312,-0.145299992545283,0.649400592781365,-2.06376649882555,-0.542893541392674,0.186576652126032
"ENSMUSP00000099989","ENSMUSG00000026956","Uap1l1","2",25.359889,25.362786,25.365682,"2",25.649554,"JAX00485514",33.9880598157804,TRUE,-0.933967281393898,0.520384961991606,1.1802794787676,-1.20663344109556,1.02160395001914,0.861570739172077,-0.262244168484027,-1.18099423897594
"ENSMUSP00000043821","ENSMUSG00000028737","Aldh4a1","4",139.622866,139.636278,139.64969,"4",139.621929,"UNC8343624",33.6794651689579,TRUE,0.526961697914989,0.661720661796344,0.596292330122183,1.05925055235658,0.686868810759366,-0.817792577542735,-1.34262521613472,-1.37067625927153
"ENSMUSP00000003655","ENSMUSG00000003559","As3mt","19",46.707443,46.724269,46.741095,"19",46.973458,"UNC30402765",33.6252254377055,TRUE,0.543446359625211,0.000598902279144331,-0.925011156147261,-0.510665477527261,-1.6215845735337,2.25335562952972,-0.312385893355391,0.572246209129293
"ENSMUSP00000051268","ENSMUSG00000028601","Echdc2","4",108.165437,108.172372,108.179308,"4",108.01574,"UNC7942589",33.6052542872451,TRUE,0.624354832442091,-1.01679761993203,0.383716185989261,1.28600613318744,0.31954872914424,-1.39571120850006,-1.96470166255111,1.76358461022067
"ENSMUSP00000124480","ENSMUSG00000024646","Cyb5","18",84.851338,84.86587,84.880401,"18",85.178221,"JAX00467998",33.0359555097599,TRUE,-1.26478445371116,-0.717736839777908,1.04226944726221,0.0696259158336729,-1.00252389166112,1.04243471912396,-0.11537734589891,0.946092448829618
"ENSMUSP00000025561","ENSMUSG00000024659","Anxa1","19",20.373428,20.382186,20.390944,"19",19.3486,"backupJAX00472649",32.6820236054893,TRUE,0.564536650573053,-0.295529264929402,0.896691889142272,1.22382524272984,-1.43921640829995,-0.214651688172588,-1.58823960596091,0.852583184917784
"ENSMUSP00000100212","ENSMUSG00000076612","Ighg2c","12",113.285325,113.287128,113.28893,"12",113.30364,"UNC21921910",32.5848387099343,TRUE,-0.643259031177983,2.00886968067957,-0.725481817571753,1.50246278768965,-0.938485584264096,-0.312987357949796,0.086467318633899,-0.97758599603944
"ENSMUSP00000036149","ENSMUSG00000038302","Lace1","10",42.312585,42.395575,42.478565,"10",42.294838,"UNC17832163",32.2361039332391,TRUE,0.130261205202217,0.323576857514815,-0.242403389326273,0.393223850287249,0.682996644355647,-1.86418329710461,0.266625095737598,0.309903033333401
"ENSMUSP00000020957","ENSMUSG00000020629","Adi1","12",28.675231,28.678703,28.682175,"12",28.672042,"UNC20793684",32.1977895308825,TRUE,0.490447793540957,-0.768519355366085,0.769080508230342,0.572859999572406,0.988251548182093,1.12655191537718,-1.00873915718619,-2.16993325235112
"ENSMUSP00000029259","ENSMUSG00000027709","Mccc1","3",35.959312,35.979995,36.000678,"3",35.319513,"UNC5027196",31.9831352980113,TRUE,0.319594314895627,2.08844678568082,-0.46211657145249,0.680143708437106,-0.647795959965927,-0.919430555739517,-0.337352939086588,-0.721488782768345
"ENSMUSP00000028004","ENSMUSG00000026687","Aldh9a1","1",167.349991,167.35926,167.36853,"1",167.384802,"UNC2138223",31.9311915109222,TRUE,0.678055547309526,0.850194713270977,0.782543631122944,0.64512049204555,0.29642228022513,-1.21286735867927,-1.76861086982149,-0.270858435471977
"ENSMUSP00000021940","ENSMUSG00000021484","Lman2","13",55.343833,55.353308,55.362783,"13",55.304879,"UNC22642157",31.9088109410529,TRUE,-1.90911195215724,0.885244410084869,0.410269138478611,0.192696424591886,0.446490574076002,-0.680362842455583,-0.0607883112587933,0.715562558640781
"ENSMUSP00000051709","ENSMUSG00000024654","Asrgl1","19",9.109868,9.122752,9.135636,"19",8.916239,"UNC29871077",31.5254688343404,TRUE,-0.485057397875102,1.11989146156943,0.593952256404932,1.02217857203672,1.24070191513662,-1.06642691537623,-1.58021267740394,-0.845027214493131
"ENSMUSP00000098295","ENSMUSG00000029440","Psmd9","5",123.22819,123.23916,123.250131,"5",123.270146,"UNC10066294",31.4995679714288,TRUE,0.425380276350258,0.986938069321684,0.342984874059653,-0.354868686728715,1.04091098934867,-1.73073670370821,-0.689645889148503,-0.0209629294957646
"ENSMUSP00000035743","ENSMUSG00000033059","Pygb","2",150.786735,150.809246,150.831758,"2",150.721481,"UNC4225958",31.4084313842549,TRUE,1.02355962410083,1.25772852479362,0.246621393067422,-1.89121080400356,1.0968381428655,0.0139436267100784,-1.08535684849608,-0.662123659037035
"ENSMUSP00000006562","ENSMUSG00000006395","Hyi","4",118.35999,118.361367,118.362744,"4",118.699963,"UNC8072503",31.0683960556943,TRUE,-0.803250060524729,-1.87782371921157,1.82179657773464,1.89947696083468,-0.480957530351483,-0.0625008246494675,0.401224383768895,-0.897965787600216
"ENSMUSP00000099453","ENSMUSG00000076435","Acsf2","11",94.557102,94.579486,94.601871,"11",94.60853,"UNC20170145",31.0535080839574,TRUE,2.45420443314384,-0.288367532147349,-0.628726382005652,-0.175464082237263,-0.462400942359741,-0.828129296936025,-0.731382706146019,0.660266508689291
"ENSMUSP00000131514","ENSMUSG00000086784","Isoc2a","7",4.877053,4.886385,4.895717,"7",4.738478,"UNC12381586",30.4688807040568,TRUE,0.809507017414144,0.110309487439292,0.208975536497216,0.365123092670448,-0.552568584822927,1.83945426891046,-1.09805299284711,-1.68274782526105
"ENSMUSP00000044556","ENSMUSG00000034371","Dak","19",10.5922,10.598229,10.604258,"19",10.6629,"UNC29885214",30.1630990913094,TRUE,0.509321886474782,-0.340772203934924,-0.621555905866819,0.831064477572761,-0.242573212950431,2.18588329805854,-0.921580711726413,-1.39978762762806
"ENSMUSP00000032747","ENSMUSG00000030532","Hddc3","7",80.343137,80.344617,80.346097,"7",80.154344,"UNC13213940",30.0248165219333,TRUE,0.592734423453403,-1.60424346105583,0.657520235369295,0.364796333607257,0.708900237715112,0.637997851329287,0.472636701881937,-1.83034232229954
"ENSMUSP00000124423","ENSMUSG00000054474","Thnsl2","6",71.128166,71.136256,71.144346,"6",71.093039,"UNC11329078",30.0156408925637,TRUE,0.741056966058688,0.62654516459967,0.649256502741737,-1.63957883690573,0.723277914990764,0.292140678965178,-1.64299086166358,0.250292471213182
"ENSMUSP00000080469","ENSMUSG00000030131","Mug2","6",122.006798,122.046382,122.085967,"6",120.970513,"backupUNC060190810",30.0015927082073,TRUE,-0.621712039817685,-0.43867339125254,-0.66554337473222,-0.234319235987394,-0.830731584871895,0.527740840789982,0.282789449211711,1.98044933666025
"ENSMUSP00000106871","ENSMUSG00000040174","Alkbh3","2",93.98055,93.995678,94.010807,"2",93.808052,"UNC3541340",29.6613897139076,TRUE,-0.365590530037127,0.632330320802194,0.701662253915666,0.28738045606369,0.701392148303326,-0.326088770633361,0.152209511849279,-1.78329539026344
"ENSMUSP00000132590","ENSMUSG00000091228","Gm20390","11",93.949819,93.959056,93.968293,"11",93.89437,"UNC20161823",29.3830145565329,TRUE,-1.09769037886993,0.982219333978716,0.306628362747302,-0.154558878069811,0.548713257056944,0.306289464064193,-1.66786007047648,0.776258909570158
"ENSMUSP00000040429","ENSMUSG00000042613","Pbxip1","3",89.436706,89.443829,89.450952,"3",89.290719,"JAX00529653",29.3545473599276,TRUE,-0.685165846238158,-0.514535488731187,-1.02211391503359,1.49395292495796,-0.738431404432934,-0.475588174108658,0.420023169579674,1.52185873400758
"ENSMUSP00000069209","ENSMUSG00000022040","Ephx2","14",66.084377,66.104438,66.1245,"14",66.21332,"JAX00205122",29.1425501927562,TRUE,0.757885046490736,0.479996697903049,0.628266302189324,0.214986384266616,0.615416766222302,-1.77440384226336,-1.38855930382878,0.466411949019379
"ENSMUSP00000082374","ENSMUSG00000039745","Htatip2","7",49.759106,49.766552,49.773999,"7",49.679671,"UNC12798445",28.9199270352372,TRUE,1.07704772805117,0.549329927856158,0.67702517881682,0.467961894499307,0.214828768038221,0.119582541868938,-1.7672969201035,-1.3384791190283
"ENSMUSP00000075011","ENSMUSG00000031974","Abcb10","8",123.952459,123.96779,123.983122,"8",124.559381,"UNC15693202",28.5369581634403,TRUE,-0.850816819012634,-0.484531644328517,0.709410522450014,-0.495910865218374,-0.553309313136569,2.19781149024827,-0.631460860827835,0.108807489825799
"ENSMUSP00000011055","ENSMUSG00000010911","Apip","2",103.073675,103.08316,103.092644,"2",103.63784,"JAX00098084",28.5025910771112,TRUE,1.04492479189997,1.17748550630035,0.803278899565748,0.0325066759443804,0.29591640680802,-2.01762685041658,-1.74557536740495,0.409089937304671
"ENSMUSP00000118743","ENSMUSG00000063698","Sfxn4","19",60.837277,60.849378,60.861479,"19",60.665768,"UNC190112153",28.4379803937042,TRUE,-1.39804169130983,-0.418573377488757,-1.31401996186329,1.0460278738496,1.52105259831304,1.10881565882683,-1.15473030664591,0.609469206318352
"ENSMUSP00000103210","ENSMUSG00000078695","Cisd3","11",97.685826,97.687224,97.688621,"11",97.299278,"backupUNC111160946",28.2028806194599,TRUE,-1.14238287419193,1.29065846552026,1.05481423684879,-1.01583088891818,-0.64498882521394,1.05190324496431,0.892336453917325,-1.48650981292688
"ENSMUSP00000003860","ENSMUSG00000003762","Adck4","7",27.233023,27.247638,27.262252,"7",27.221872,"UNC12529846",28.1211691734586,TRUE,0.382597091854928,-1.34460126458079,0.040582595231938,0.380088520548601,-1.35409909658545,1.46872958229466,0.319712998430125,0.106989572806019
"ENSMUSP00000022573","ENSMUSG00000021996","Esd","14",74.732297,74.741531,74.750765,"14",74.8126,"UNC24259258",28.0575709379369,TRUE,0.735634756543468,0.805280985009108,-1.78400332029887,0.375294841252182,0.247895448330819,0.993844205745199,-0.621194781344993,-0.752752135236671
"ENSMUSP00000039114","ENSMUSG00000061758","Akr1b10","6",34.384218,34.390584,34.39695,"6",34.452388,"UNC10861477",28.0395407899451,TRUE,0.69327250133032,0.764604424696216,1.09219355636033,0.405091242748042,0.502199363461792,-0.879718218986914,-0.0535450691516602,-2.5240978004576
"ENSMUSP00000066035","ENSMUSG00000021814","Anxa7","14",20.455261,20.467697,20.480133,"14",20.402883,"UNC23664062",28.0002193938956,TRUE,0.963175810373983,0.64266955259767,-0.308489695256671,-0.181527702967316,-0.313750679309796,0.454015793479008,-2.08955106427422,0.833457985358663
"ENSMUSP00000020497","ENSMUSG00000020256","Aldh1l2","10",83.48745,83.510795,83.53414,"10",84.378711,"UNC18338655",27.9602292612024,TRUE,-0.56594389461746,-0.211135961306152,-0.36597738050693,0.038492917477939,-0.382116141943728,1.73913057555678,0.826420306032232,-1.07887042069339
"ENSMUSP00000109140","ENSMUSG00000073643","Wdfy1","1",79.702262,79.739202,79.776143,"1",79.761508,"UNC1012577",27.9408580895106,TRUE,1.28802947627949,-2.18846543920369,0.656291034259358,0.111915928464982,0.634983565294692,-0.0782396894147162,-0.417192492733882,-0.00732238294565946
"ENSMUSP00000011492","ENSMUSG00000027710","Acad9","3",36.065979,36.080462,36.094944,"3",36.300748,"JAX00106210",27.9108920079869,TRUE,-0.623333952871883,1.09948713953885,0.734650300800749,1.26058452648051,-0.527242397445962,-1.46073972004064,-0.990890831731756,0.507484935271092
"ENSMUSP00000056219","ENSMUSG00000050174","Nudt6","3",37.40491,37.41256,37.420211,"3",37.380392,"UNC5057679",27.8443309578811,TRUE,0.802353418825877,0.82165338250469,-1.32926700571135,-1.0172643271489,-1.43732717426955,0.227994593772862,1.23627397656411,0.695583135462069
"ENSMUSP00000022148","ENSMUSG00000021646","Mccc2","13",99.948533,99.982086,100.015639,"3",35.389383,"UNC5027956",27.7360192994575,FALSE,0.0310601732909201,2.08242011914363,-0.398065872627027,0.272223448030917,-0.391317596790412,-0.688629700553536,-0.328921313529433,-0.57876925696462
"ENSMUSP00000026175","ENSMUSG00000025175","Fn3k","11",121.434913,121.442702,121.450491,"11",121.455587,"UNC20536424",27.6530787395301,TRUE,0.734662239815946,0.781957049658913,-1.1781387760171,0.75445594102209,0.59414949364048,-1.88014542592237,-0.0465458431634149,0.239605320965412
"ENSMUSP00000020262","ENSMUSG00000020072","Pbld1","10",63.061582,63.069772,63.077962,"10",63.078797,"UNC18089001",27.6250452556663,TRUE,-0.935595569508478,-0.478599555724298,0.0529820650758205,-0.920528627351203,-0.75525533443277,2.36577972564323,0.856053385843133,-0.184836089544293
"ENSMUSP00000087022","ENSMUSG00000033788","Dysf","6",84.00859,84.109825,84.21106,"6",82.69475,"UNC11493715",27.624588793328,TRUE,-2.10421195780908,-1.18076719654313,0.596543199641178,0.288660677588341,0.364827446973845,1.21274162330119,0.603069657293417,0.219136549553363
"ENSMUSP00000034172","ENSMUSG00000056973","Ces1d","8",93.166068,93.181953,93.197838,"8",93.693961,"UNC15275535",27.5473917062366,TRUE,-0.402710704097329,-0.230188430635872,-0.0743004737624518,-0.3309462866176,-0.305078935588574,1.91034673108329,-1.15659322395071,0.589471323569485
"ENSMUSP00000003569","ENSMUSG00000003477","Inmt","6",55.170626,55.172834,55.175043,"6",54.562898,"UNC060088553",27.1202888330933,TRUE,0.0917671918587174,-0.632359492210639,-0.46027733815585,-0.688323170555941,-0.755864166039196,1.64127728582107,1.3656685723458,-0.561888883064007
"ENSMUSP00000023805","ENSMUSG00000023044","Csad","15",102.176998,102.18302,102.189043,"15",101.864761,"UNC26231057",27.0879418379888,TRUE,-1.86678639751042,-0.151600984365742,-0.537042725401155,0.0081256275410299,-0.254687537666442,2.24007397658674,0.83077658140911,-0.268858540593141
"ENSMUSP00000131584","ENSMUSG00000024248","Cox7a2l","17",83.501919,83.508126,83.514333,"17",83.511392,"UNC28485027",27.047485441618,TRUE,0.845943612236358,-2.61496969984791,0.38582725956325,0.48779074788585,0.944825780418331,0.300008828724335,-0.725400485657525,0.375973956677494
"ENSMUSP00000022082","ENSMUSG00000021591","Glrx","13",75.839868,75.84501,75.850151,"13",76.383037,"UNC22889255",27.0131432238547,TRUE,1.02728108213939,-1.10823164441796,0.746338638707651,0.700412784951479,0.543830698297271,-0.786939924504332,-1.42736242652826,0.304670791355758
"ENSMUSP00000044693","ENSMUSG00000033377","Palmd","3",116.918256,116.943622,116.968987,"3",116.239858,"UNC6027259",26.9818728001054,TRUE,-1.04594600113502,0.529535733255536,0.573500285222643,-0.981091848558141,-0.0370862998213002,0.652671687188956,1.63271435024149,-1.32429790639484
"ENSMUSP00000002064","ENSMUSG00000001999","Blvra","2",127.070665,127.083874,127.097084,"2",127.410527,"UNC3929473",26.7979553302543,TRUE,-0.707490479281817,0.444906834975875,0.306522696438781,0.326406947572301,0.0756993074635769,-1.61240455294836,2.1761105731807,-1.00975132739981
"ENSMUSP00000086165","ENSMUSG00000003161","Sri","5",8.046078,8.057728,8.069379,"5",8.584078,"UNC8608013",26.7660008991152,TRUE,-0.21327545967413,-0.655495773615281,-1.22021511984495,1.07263151724091,-0.815109485712739,1.05653351637261,1.45441664015104,-0.679485834917414
"ENSMUSP00000118373","ENSMUSG00000020268","Lyrm7","11",54.826866,54.843891,54.860916,"11",54.689015,"UNC19655749",26.4501109360032,TRUE,-1.23018096166662,-0.260748124398961,-0.889266112674042,-1.0296772148421,1.10163307781892,1.18072938809769,1.20596503620653,-0.078455088540019
"ENSMUSP00000034053","ENSMUSG00000031636","Pdlim3","8",45.885485,45.902516,45.919546,"8",45.706923,"JAX00667456",26.4285118152127,TRUE,-0.949462046500441,-0.713674527323802,0.851399526088342,-0.488126452683243,0.866651330994836,0.714451837009005,-1.3883492298219,1.1071095622386
"ENSMUSP00000006669","ENSMUSG00000006494","Pdk1","2",71.873224,71.888541,71.903858,"2",71.920248,"UNC3309943",26.410694643475,TRUE,1.08324113042981,0.056497462620112,-0.94562883659277,0.924463483301813,-3.50063874388999,1.35445521746761,1.41681087933734,-0.389200592674463
"ENSMUSP00000032856","ENSMUSG00000030621","Me3","7",89.632392,89.743376,89.854359,"7",89.84072,"JAX00646443",26.3033632927244,TRUE,-0.383873476175386,-0.230932504482411,-0.510394682920168,-0.531931273488964,-0.25030394084068,1.02638500418073,1.77047172307573,-0.889420849349648
"ENSMUSP00000076433","ENSMUSG00000064254","Ethe1","7",24.587543,24.598234,24.608925,"7",24.587783,"UNC12504998",26.2261608652182,TRUE,-0.391561150599723,-0.48803565492146,-0.639459910331766,0.170368975168725,-0.357078866020295,1.89298800181842,0.345444349026304,-0.532665744140551
"ENSMUSP00000000260","ENSMUSG00000000253","Gmpr","13",45.507444,45.526913,45.546382,"13",45.833349,"UNC22537059",26.2184712831682,TRUE,-0.415011445315089,0.304527348161146,-0.613893333786526,-0.579211845732476,-0.338940961771815,2.33112455598826,-0.794721925723561,0.106127608179714
"ENSMUSP00000023083","ENSMUSG00000061740","Cyp2d22","15",82.370528,82.375394,82.38026,"15",82.375773,"UNC25983757",26.070276069269,TRUE,-0.943744981979937,0.133879156299498,-0.397739992283896,-0.435115156932092,-0.623501777295819,1.17390901934351,-1.02068649871054,2.1130002315592
"ENSMUSP00000081561","ENSMUSG00000030852","Tacc2","7",130.577484,130.671134,130.764784,"7",130.733979,"UNC13859243",26.0180326624999,TRUE,-0.231534472340773,0.676261695180159,0.699046353159647,0.72692189048482,1.0431941727873,-1.34447703863563,-1.02927163179098,-0.540140968843449
"ENSMUSP00000116313","ENSMUSG00000044791","Setd2","9",110.532597,110.575615,110.618633,"8",128.312583,"UNC15745622",25.8878363694745,FALSE,0.0425143185358473,-0.0951978985346365,-0.213063268697985,-0.248428614913145,-0.0237657489666134,-0.32690113454335,2.03743431459226,-1.17259196747248
"ENSMUSP00000042232","ENSMUSG00000042770","Hebp1","6",135.137519,135.152867,135.168215,"6",135.136165,"UNC12150775",25.8617347599518,TRUE,0.0818386824743954,-2.06046770183681,0.262520244816617,0.420824463412376,-0.376522857078282,1.87436596173314,-0.0264446074560894,-0.176114186065881
"ENSMUSP00000084480","ENSMUSG00000029208","Guf1","5",69.556924,69.566448,69.575972,"5",67.600205,"UNC9385045",25.8537520594713,TRUE,0.671707259362331,0.807576958312998,-0.531346246956195,0.699126356266427,0.993632122426229,-0.916347713693499,-1.3874332282552,-0.33691550746261
"ENSMUSP00000058333","ENSMUSG00000047221","Fam185a","5",21.424958,21.453541,21.482124,"5",21.490795,"UNC8768915",25.8305504771,TRUE,-0.136274762915425,-0.401847294920373,-0.370286407553461,0.0853526705350056,-0.467648148621733,2.23213259307497,-1.41496510900515,0.473536459407259
"ENSMUSP00000117009","ENSMUSG00000026730","Pter","2",12.924041,12.963747,13.003453,"2",12.879758,"UNC2596414",25.669373727625,TRUE,0.464950991630735,0.380967072479612,0.291845562175025,0.130681800760211,0.483388967837805,-1.98308523181572,-0.968446729369809,1.199697566302
"ENSMUSP00000129876","ENSMUSG00000021185","9030617O03Rik","12",100.779057,100.838019,100.896981,"12",100.608987,"UNC21748883",25.4573272488112,TRUE,0.145467071260956,0.0959929873605036,-1.00606493037413,1.21872042169099,0.059431410515734,-0.316337508273021,1.42958453849862,-1.62679399068066
"ENSMUSP00000101752","ENSMUSG00000030979","Uros","7",133.686243,133.698158,133.710072,"7",133.756187,"UNC13900625",25.0799261722445,TRUE,0.353450375270276,0.535663280750251,0.674142394393829,0.617340760181868,0.462290359298168,-1.77640157602015,-1.36570361747445,0.499218023599383
