"lodcolumn","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSG00000040097","Flywch1","17",23.755423,23.763507,23.771591,"2",14.784952,"UNC2621080",9.71752684461272,FALSE
"ENSMUSG00000042997","Nhlrc3","3",53.448588,53.455956,53.463323,"11",110.155804,"UNC20370504",9.71424710749566,FALSE
"ENSMUSG00000033813","Tcea1","1",4.857814,4.877862,4.897909,"4",14.69716,"UNC6777361",9.70222479472703,FALSE
"ENSMUSG00000046312","AI464131","4",41.495604,41.49934,41.503076,"10",91.926331,"JAX00020894",9.6988261585999,FALSE
"ENSMUSG00000039154","Shd","17",55.970467,55.973542,55.976617,"14",67.202546,"UNC24159925",9.66322664923844,FALSE
"ENSMUSG00000004814","Ccl24","5",135.569937,135.57149,135.573043,"7",143.705951,"UNC14034663",9.65875414488796,FALSE
"ENSMUSG00000058070","Eml1","12",108.370957,108.455287,108.539617,"1",156.67751,"UNC2011729",9.65570952967059,FALSE
"ENSMUSG00000024663","Rab3il1","19",10.001669,10.020024,10.03838,"19",48.487655,"UNC30427755",9.6555700047943,FALSE
"ENSMUSG00000097509","B230322F03Rik","7",35.555367,35.556151,35.556935,"9",50.080562,"UNC16341391",9.62977903001616,FALSE
"ENSMUSG00000063646","Jakmip1","5",37.028335,37.088168,37.148001,"13",112.65969,"UNC23396316",9.5796654977678,FALSE
"ENSMUSG00000040310","Alx4","2",93.642384,93.661862,93.681339,"13",3.934523,"UNC22029209",9.56564586584634,FALSE
"ENSMUSG00000040236","Trappc5","8",3.676299,3.678777,3.681255,"2",57.798985,"UNC3125032",9.56016056714725,FALSE
"ENSMUSG00000047146","Tet1","10",62.80457,62.851844,62.899118,"2",91.732775,"UNC3516006",9.52236852542395,FALSE
"ENSMUSG00000094798","Vmn1r2","4",3.172083,3.172544,3.173006,"11",52.654353,"JAX00311037",9.51717255316964,FALSE
"ENSMUSG00000027860","Vangl1","3",102.156701,102.180697,102.204693,"18",64.460877,"UNC29443634",9.49000382629312,FALSE
"ENSMUSG00000085340","Gm16335","13",100.770464,100.770618,100.770772,"8",98.273532,"UNC080369699",9.48961102997824,FALSE
"ENSMUSG00000028405","Aco1","4",40.143081,40.17071,40.198338,"4",40.857756,"UNC7116072",9.48817150805395,TRUE
"ENSMUSG00000054672","5830411N06Rik","7",140.247301,140.273546,140.299791,"16",96.301135,"UNC27462767",9.41853096255769,FALSE
"ENSMUSG00000048087","Gm4737","16",46.152997,46.154037,46.155077,"6",98.507123,"UNC11679555",9.4180287955938,FALSE
"ENSMUSG00000078521","Aunip","4",134.510999,134.517463,134.523927,"3",138.906032,"UNC6361609",9.39080757129243,FALSE
"ENSMUSG00000024050","Wiz","17",32.354055,32.371728,32.389401,"2",102.618807,"UNC3657935",9.37816806302293,FALSE
"ENSMUSG00000030382","Slc27a5","7",12.988346,12.993269,12.998192,"7",46.485845,"JAX00637839",9.36850854842836,FALSE
"ENSMUSG00000034917","Tjp3","10",81.273207,81.282237,81.291267,"14",102.969799,"UNC24644330",9.36529223715477,FALSE
"ENSMUSG00000073987","Ggh","4",20.042052,20.054401,20.06675,"2",77.488599,"UNC3376685",9.35268649568689,FALSE
"ENSMUSG00000067424","Zfp563","17",33.08931,33.097756,33.106203,"3",131.806899,"UNC6261018",9.35217633696225,FALSE
"ENSMUSG00000035242","Oaz1","10",80.826656,80.827973,80.82929,"17",58.064193,"UNC28090213",9.34243686045016,FALSE
"ENSMUSG00000095912","Gm3317","14",5.164535,5.166884,5.169233,"2",135.934321,"UNC4037021",9.3375847443109,FALSE
"ENSMUSG00000025612","Bach1","16",87.698945,87.716146,87.733346,"4",16.129433,"UNC6797262",9.33614986002423,FALSE
"ENSMUSG00000056220","Pla2g4a","1",149.829618,149.895454,149.96129,"18",65.419934,"UNC29459667",9.32562205717894,FALSE
"ENSMUSG00000097825","9630001P10Rik","5",45.638705,45.642087,45.645469,"11",97.027016,"UNC110158415",9.32511338260361,FALSE
"ENSMUSG00000064193","Gm4735","2",80.837127,80.837944,80.838762,"6",29.167328,"UNC060061502",9.32501971982539,FALSE
"ENSMUSG00000043903","Gm22","8",122.269569,122.271108,122.272646,"15",102.286712,"UNC26236663",9.32010020679391,FALSE
"ENSMUSG00000048970","C1galt1c1","X",38.630785,38.632936,38.635087,"2",102.148908,"UNC3650745",9.29190962755273,FALSE
"ENSMUSG00000003541","Ier3","17",35.821684,35.822304,35.822923,"7",34.445828,"UNC12599367",9.2908356204052,FALSE
"ENSMUSG00000070923","Klhl9","4",88.718292,88.720378,88.722465,"4",19.511363,"UNC6840265",9.28563548090401,FALSE
"ENSMUSG00000026433","Rab7l1","1",131.867224,131.870056,131.872887,"8",117.312585,"UNC15586739",9.28551998087132,FALSE
"ENSMUSG00000049999","Ppp1r3d","2",178.411206,178.412839,178.414472,"9",115.701309,"UNC17193593",9.28144920168344,FALSE
"ENSMUSG00000081666","Gm11677","11",111.724648,111.725136,111.725624,"3",142.565683,"UNC6419919",9.26127111342225,FALSE
"ENSMUSG00000041570","Camsap2","1",136.268123,136.307114,136.346104,"8",40.023304,"UNC14567697",9.2562268305348,FALSE
"ENSMUSG00000081883","Gm15574","3",32.880011,32.88031,32.880608,"1",157.508533,"UNC2022438",9.25543069471313,FALSE
"ENSMUSG00000007411","Mark3","12",111.57451,111.615368,111.656227,"11",20.649015,"UNC19219755",9.24514440305018,FALSE
"ENSMUSG00000073987","Ggh","4",20.042052,20.054401,20.06675,"12",28.240862,"UNC20787087",9.2351094932653,FALSE
"ENSMUSG00000002580","Mien1","11",98.437708,98.43835,98.438991,"19",48.896512,"UNC30432300",9.21700509250782,FALSE
"ENSMUSG00000021087","Rtn1","12",72.211752,72.310403,72.409054,"13",54.789697,"backupUNC130294653",9.21403621557972,FALSE
"ENSMUSG00000029591","Ung","5",114.130386,114.134854,114.139323,"10",68.125999,"UNC18153830",9.20832115472671,FALSE
"ENSMUSG00000003420","Fcgrt","7",45.092993,45.098408,45.103822,"1",11.29125,"UNC102696",9.17381881153755,FALSE
"ENSMUSG00000080907","4930455H04Rik","3",116.968267,116.976336,116.984406,"X",162.899631,"UNC31539648",9.17235946124699,FALSE
"ENSMUSG00000048949","Gm6206","X",103.162894,103.16416,103.165427,"6",54.067743,"JAX00610496",9.15395151474595,FALSE
"ENSMUSG00000027357","Crls1","2",132.846666,132.856726,132.866785,"3",122.535603,"UNC6116860",9.15297378566211,FALSE
"ENSMUSG00000083079","Amy2b","3",113.147656,113.152192,113.156727,"3",36.554502,"UNC5045756",9.15115491089625,FALSE
"ENSMUSG00000083474","Gm15267","X",152.043049,152.04328,152.043512,"6",75.324709,"UNC060119828",9.14787057285364,FALSE
"ENSMUSG00000010021","Kif19a","11",114.765388,114.778064,114.790739,"16",51.149502,"UNC26814920",9.14257428066302,FALSE
"ENSMUSG00000052281","Gm15024","7",142.988969,142.998501,143.008033,"14",73.07413,"UNC24234158",9.14066484376389,FALSE
"ENSMUSG00000026188","Tmem169","1",72.284369,72.293736,72.303104,"14",108.153782,"UNC24702734",9.13132304096792,FALSE
"ENSMUSG00000019874","Fabp7","10",57.784881,57.786666,57.78845,"14",104.894537,"JAX00388702",9.1296064084242,FALSE
"ENSMUSG00000050144","Slc25a44","3",88.410498,88.417818,88.425139,"2",39.33285,"UNC2902747",9.11950724166503,FALSE
"ENSMUSG00000055748","Gsdmc4","15",63.891265,63.8971,63.902936,"12",69.397678,"UNC120175086",9.10777268930513,FALSE
"ENSMUSG00000071177","Serpina1d","12",103.763594,103.768593,103.773592,"7",114.101279,"UNC13654853",9.10615220917957,FALSE
"ENSMUSG00000027175","Tcp11l1","2",104.657288,104.684728,104.712169,"15",7.017906,"UNC24983794",9.10477240436051,FALSE
"ENSMUSG00000055691","Gja6","X",160.902116,160.904584,160.907052,"X",99.018814,"UNC200028187",9.09413972142857,FALSE
"ENSMUSG00000032680","6820408C15Rik","2",152.415587,152.429958,152.44433,"3",145.405057,"JAX00114307",9.09082791277997,FALSE
"ENSMUSG00000057182","Scn3a","2",65.457118,65.512372,65.567627,"17",75.089847,"UNC28351931",9.08332305719275,FALSE
"ENSMUSG00000054493","Gm9947","1",14.755454,14.756914,14.758373,"17",9.687513,"UNC170015684",9.07683032827031,FALSE
"ENSMUSG00000034880","Mrpl34","8",71.464926,71.465339,71.465752,"6",86.737787,"UNC11533521",9.07234757414862,FALSE
"ENSMUSG00000089671","Gm16537","15",99.715543,99.720008,99.724474,"2",5.056783,"JAX00482360",9.06895466301251,FALSE
"ENSMUSG00000062944","9130023H24Rik","7",128.234451,128.236241,128.238031,"5",19.430188,"JAX00127582",9.06456792603851,FALSE
"ENSMUSG00000000420","Galnt1","18",24.205344,24.246081,24.286818,"5",139.774511,"UNC10297499",9.04773437475372,FALSE
"ENSMUSG00000034848","Ttc21b","2",66.184327,66.220472,66.256617,"12",90.175558,"UNC21588734",9.04613523139831,FALSE
"ENSMUSG00000040022","Rab11fip2","19",59.902884,59.923269,59.943654,"17",67.437813,"UNC28228765",9.04089593505872,FALSE
"ENSMUSG00000059834","Sclt1","3",41.626717,41.684616,41.742514,"5",115.422791,"UNC9967168",9.03639634864582,FALSE
"ENSMUSG00000094114","Gm21967","13",119.60665,119.608554,119.610458,"17",78.913217,"UNC28414096",9.02202581029867,FALSE
"ENSMUSG00000090075","Gm16251","7",19.920729,19.924168,19.927607,"2",170.455357,"UNC4491016",9.01285815413314,FALSE
"ENSMUSG00000074652","Myh7b","2",155.611212,155.62276,155.634307,"16",51.52631,"UNC26819615",9.00868322752086,FALSE
"ENSMUSG00000034255","Arhgap27","11",103.331497,103.347594,103.363692,"2",118.97939,"JAX00501154",8.99764228510104,FALSE
"ENSMUSG00000084345","Rpl17-ps4","4",63.895545,63.895822,63.896099,"1",72.329214,"UNC916311",8.9928709824996,FALSE
"ENSMUSG00000027695","Pld1","3",27.938695,28.036028,28.133362,"10",22.074935,"UNC17566519",8.98832196122481,FALSE
"ENSMUSG00000089976","Gm2389","1",85.061154,85.061898,85.062642,"6",27.288775,"JAX00605480",8.98785458594368,FALSE
"ENSMUSG00000034442","Trmt5","12",73.28041,73.28356,73.286711,"11",74.81949,"JAX00315395",8.98724909062431,FALSE
"ENSMUSG00000085001","BB114351","2",72.224688,72.228495,72.232302,"3",108.34022,"JAX00533532",8.98156749166427,FALSE
"ENSMUSG00000090607","Gm17052","12",107.419141,107.419285,107.419429,"15",5.853281,"UNC150417244",8.98114199248142,FALSE
"ENSMUSG00000061397","Krt79","15",101.929332,101.934828,101.940324,"14",22.536309,"UNC23689180",8.97931875653362,FALSE
"ENSMUSG00000022442","Ttll1","15",83.483772,83.497332,83.510893,"14",84.034535,"UNC140285643",8.97637879318423,FALSE
"ENSMUSG00000041261","Car8","4",8.143362,8.191202,8.239041,"3",17.394202,"UNC4786302",8.97565265620456,FALSE
"ENSMUSG00000022619","Mapk8ip2","15",89.453913,89.45919,89.464468,"X",36.967854,"JAX00178054",8.96287581784613,FALSE
"ENSMUSG00000024986","Hhex","19",37.432887,37.436808,37.440728,"18",81.863631,"UNC29713982",8.95846401291638,FALSE
"ENSMUSG00000058186","Gm13242","4",145.670685,145.687563,145.704441,"6",66.924377,"UNC061713233",8.95638043791077,FALSE
"ENSMUSG00000078439","2210404O07Rik","10",81.393051,81.394222,81.395392,"12",90.468095,"UNC21591764",8.95184920757852,FALSE
"ENSMUSG00000041298","Katnal1","5",148.874332,148.934778,148.995223,"7",137.88302,"UNC13959980",8.95097156171518,FALSE
"ENSMUSG00000051980","Casr","16",36.493696,36.527918,36.562141,"13",5.577953,"UNC22047665",8.9480322148313,FALSE
"ENSMUSG00000030519","Apba2","7",64.501706,64.627788,64.75387,"10",57.612023,"JAX00018365",8.94716540628972,FALSE
"ENSMUSG00000006313","Upk1a","7",30.603092,30.607913,30.612734,"5",25.891101,"UNC8832918",8.94078124096566,FALSE
"ENSMUSG00000030244","Gys2","6",142.422613,142.447861,142.473109,"16",43.629939,"UNC26718477",8.93843465392747,FALSE
"ENSMUSG00000011832","Evi5l","8",4.166567,4.188912,4.211257,"11",64.881173,"JAX00313763",8.93279716651244,FALSE
"ENSMUSG00000021494","Ddx41","13",55.53041,55.533534,55.536658,"7",134.288465,"UNC13908154",8.91694030909746,FALSE
"ENSMUSG00000001062","Vps9d1","8",123.242356,123.248352,123.254348,"4",19.426693,"JAX00546352",8.91191389924201,FALSE
"ENSMUSG00000079298","Klrb1b","6",128.813706,128.820018,128.826331,"4",35.357544,"JAX00548282",8.91015186708499,FALSE
"ENSMUSG00000076677","Ighv6-3","12",114.391712,114.39194,114.392169,"5",130.958298,"UNC10178560",8.90861901537706,FALSE
"ENSMUSG00000040659","Efhd2","4",141.858142,141.866531,141.87492,"18",75.820873,"UNC29625444",8.90534475738001,FALSE
"ENSMUSG00000084010","Gm13302","4",41.893388,41.894312,41.895236,"6",110.787693,"UNC11845982",8.90294818667977,FALSE
"ENSMUSG00000093846","Gm4425","12",22.115756,22.136201,22.156646,"10",84.840588,"UNC18345226",8.89967312479905,FALSE
"ENSMUSG00000045996","Polr2k","15",36.17401,36.17551,36.17701,"15",31.236389,"JAX00397006",8.89214112429248,FALSE
"ENSMUSG00000029419","Gm996","2",25.575416,25.577758,25.580099,"18",85.610549,"UNC29769206",8.89171298663211,FALSE
"ENSMUSG00000093424","6330562C20Rik","3",95.311376,95.313252,95.315127,"10",20.455396,"UNC100028744",8.89026909292715,FALSE
"ENSMUSG00000085110","Gm13920","2",102.057587,102.059508,102.06143,"12",100.287099,"JAX00343261",8.88790575695321,FALSE
"ENSMUSG00000058831","Opn1sw","6",29.376671,29.38257,29.388468,"16",30.277103,"UNC26576379",8.88290229318886,FALSE
"ENSMUSG00000029802","Abcg2","6",58.584523,58.638696,58.692869,"7",4.141649,"UNC12375684",8.87880650328094,FALSE
"ENSMUSG00000026283","Ing5","1",93.803965,93.813033,93.822101,"15",27.553483,"JAX00060165",8.87786336596087,FALSE
"ENSMUSG00000044197","Gpr146","5",139.377742,139.387078,139.396415,"11",59.926151,"UNC19734987",8.8717960176138,FALSE
"ENSMUSG00000082272","Gm11675","11",111.2761,111.276516,111.276931,"4",142.528306,"UNC8385048",8.86900598137822,FALSE
"ENSMUSG00000057722","Lepr","4",101.717404,101.766378,101.815352,"5",36.827472,"UNC8964179",8.86159054759115,FALSE
"ENSMUSG00000055188","2900002K06Rik","X",8.145429,8.146696,8.147964,"18",85.436757,"UNC29766529",8.86015319018521,FALSE
"ENSMUSG00000017707","Serinc3","2",163.623272,163.634202,163.645131,"19",25.733589,"UNC30118461",8.85226210454885,FALSE
"ENSMUSG00000027459","Fam110a","2",151.969398,151.974808,151.980219,"3",83.45222,"JAX00109724",8.84156594547782,FALSE
"ENSMUSG00000081249","Gm11517","11",96.795439,96.795632,96.795825,"6",16.390737,"UNC10624737",8.84144703988537,FALSE
"ENSMUSG00000030753","Prkrir","7",98.703103,98.710582,98.718062,"13",20.407699,"JAX00042391",8.84109210479478,FALSE
"ENSMUSG00000026154","1110058L19Rik","1",23.995939,24.000798,24.005656,"4",138.2277,"UNC8324900",8.83651629041237,FALSE
"ENSMUSG00000031078","Cttn","7",144.435733,144.453371,144.471009,"4",123.95332,"UNC8129187",8.83053719611133,FALSE
"ENSMUSG00000032083","Apoa1","9",46.22858,46.229523,46.230466,"4",132.909451,"UNC8249696",8.82676590586669,FALSE
"ENSMUSG00000045482","Trrap","5",144.768092,144.813935,144.859778,"9",33.647114,"UNC090266661",8.8239542540815,FALSE
"ENSMUSG00000009075","Cabp7","11",4.736892,4.741835,4.746778,"7",29.614087,"UNC12559549",8.80969038524278,FALSE
"ENSMUSG00000075324","Fign","2",63.971507,64.034772,64.098038,"4",104.379033,"JAX00560506",8.80879642067543,FALSE
"ENSMUSG00000073834","Mup11","4",60.658466,60.660438,60.662411,"15",57.096242,"UNC25655743",8.8022627239719,FALSE
"ENSMUSG00000073761","4933427I04Rik","4",123.859679,123.861422,123.863165,"11",112.893651,"UNC20418164",8.80119854901311,FALSE
"ENSMUSG00000097257","Gm26768","8",34.094548,34.095348,34.096149,"8",61.83206,"UNC14861012",8.80038795871955,FALSE
"ENSMUSG00000020808","Fam64a","11",72.042032,72.044701,72.04737,"6",119.510174,"UNC11960356",8.79341901653471,FALSE
"ENSMUSG00000026123","Plekhb2","1",34.849976,34.864778,34.87958,"13",103.27101,"JAX00368658",8.79313116157775,FALSE
"ENSMUSG00000060044","Tmem26","10",68.723746,68.7532,68.782654,"9",121.087405,"JAX00176394",8.78805632450076,FALSE
"ENSMUSG00000025991","Cps1","1",67.123026,67.177142,67.231259,"11",95.662402,"UNC20183569",8.78802416587933,FALSE
"ENSMUSG00000033430","Terf2ip","8",112.011359,112.015944,112.020528,"8",48.535482,"UNC14690588",8.78708139933828,FALSE
"ENSMUSG00000066007","Zfp600","4",146.156824,146.17779,146.198755,"7",122.294268,"UNC13755697",8.78267361916003,FALSE
"ENSMUSG00000082510","Gm11793","11",121.106147,121.106637,121.107127,"5",91.734097,"UNC9687135",8.78202482148661,FALSE
"ENSMUSG00000072568","Fam84b","15",60.818996,60.822038,60.82508,"11",110.155804,"UNC20370504",8.77738253677571,FALSE
"ENSMUSG00000048029","Eno4","19",58.943425,58.957422,58.971419,"8",101.820201,"backupUNC080376445",8.77618775134309,FALSE
"ENSMUSG00000083179","Gm12693","4",94.935621,94.935862,94.936103,"10",94.673847,"UNC18474129",8.7726518844915,FALSE
"ENSMUSG00000073788","Gm10576","4",101.054558,101.05491,101.055262,"7",17.014559,"UNC12459172",8.77213305264535,FALSE
"ENSMUSG00000023873","1700010I14Rik","17",8.988333,8.998326,9.008319,"9",67.800807,"UNC16551206",8.76973531658049,FALSE
"ENSMUSG00000095881","Gm21968","4",42.083899,42.084095,42.084291,"19",48.49767,"UNC30427919",8.76806909035414,FALSE
"ENSMUSG00000096260","Gm10592","4",42.581229,42.581425,42.581621,"19",48.49767,"UNC30427919",8.76806909035414,FALSE
"ENSMUSG00000049904","Tmem17","11",22.512088,22.515661,22.519234,"14",77.551686,"UNC24297981",8.76292325591249,FALSE
"ENSMUSG00000040359","Ufl1","4",25.2486,25.26521,25.281821,"10",99.567941,"UNC18539941",8.76263224364344,FALSE
"ENSMUSG00000070476","Fam217b","2",178.414524,178.419476,178.424428,"3",62.897486,"UNC5390104",8.76047355639618,FALSE
"ENSMUSG00000030237","Slco1a4","6",141.80544,141.83082,141.856199,"6",135.107203,"UNC12150316",8.75931928871959,FALSE
"ENSMUSG00000022540","Rogdi","16",5.00873,5.011124,5.013517,"4",70.377391,"UNC7456199",8.75495120487515,FALSE
"ENSMUSG00000062284","Gm6030","16",45.2051,45.2053,45.205501,"13",96.435548,"UNC23156095",8.75450650672474,FALSE
"ENSMUSG00000073987","Ggh","4",20.042052,20.054401,20.06675,"19",27.455308,"UNC30143426",8.74479095232049,FALSE
"ENSMUSG00000040138","Ndp","X",16.885521,16.898648,16.911774,"2",44.05285,"UNC2959133",8.74461898708806,FALSE
"ENSMUSG00000034201","Gas2l1","11",5.054132,5.05973,5.065327,"5",27.327253,"JAX00128165",8.73636406985064,FALSE
"ENSMUSG00000045498","Pcdhb3","18",37.300799,37.302692,37.304585,"2",9.356441,"UNC2546273",8.73516839503886,FALSE
"ENSMUSG00000085765","Gm12333","11",75.036476,75.037912,75.039348,"2",129.869129,"UNC3959496",8.73266898989602,FALSE
"ENSMUSG00000086546","Gm13709","2",73.370909,73.375103,73.379297,"11",32.415287,"UNC19363520",8.72897836779144,FALSE
"ENSMUSG00000068674","Gm10247","16",8.922057,8.922223,8.922389,"8",54.877012,"JAX00669043",8.7279242562,FALSE
"ENSMUSG00000042918","Mamstr","7",45.639977,45.643249,45.646521,"17",83.224909,"UNC28481505",8.72360670655301,FALSE
"ENSMUSG00000090248","Gm14027","2",129.016952,129.019354,129.021756,"1",94.582164,"UNC1175863",8.71860889911917,FALSE
"ENSMUSG00000062866","Phactr2","10",13.207717,13.341056,13.474396,"16",90.422077,"UNC27374983",8.71648439258324,FALSE
"ENSMUSG00000029452","Tmem116","5",121.451893,121.488038,121.524183,"5",9.508155,"UNC8619742",8.71480806172567,FALSE
"ENSMUSG00000043719","Col6a6","9",105.689417,105.758751,105.828085,"7",77.569484,"JAX00644342",8.7143883128602,FALSE
"ENSMUSG00000009114","2610028H24Rik","10",76.449081,76.455096,76.46111,"3",117.906442,"UNC030522780",8.71122870412768,FALSE
"ENSMUSG00000036964","Trim17","11",58.954685,58.963892,58.973098,"13",70.197158,"UNC22807371",8.71068062935229,FALSE
"ENSMUSG00000024800","Rpp30","19",36.083716,36.094244,36.104772,"3",122.117093,"UNC6110501",8.70723493141186,FALSE
"ENSMUSG00000015083","C8g","2",25.498651,25.500185,25.501719,"1",191.333382,"UNC2433925",8.70689660107842,FALSE
"ENSMUSG00000063611","Gm10134","2",28.506095,28.506285,28.506475,"12",61.769291,"UNC21236131",8.698701757659,FALSE
"ENSMUSG00000082901","Gm14323","2",177.892638,177.892951,177.893264,"11",6.273239,"UNC19012588",8.69721419048406,FALSE
"ENSMUSG00000003779","Kif20a","18",34.624624,34.628944,34.633265,"6",119.805151,"JAX00624260",8.69615749127149,FALSE
"ENSMUSG00000016918","Sulf1","1",12.69243,12.7764,12.860371,"18",65.124792,"UNC29454393",8.69584670686273,FALSE
"ENSMUSG00000038497","Tmco3","8",13.288013,13.305468,13.322924,"5",39.443875,"UNC9004819",8.68967469717583,FALSE
"ENSMUSG00000027030","Stk39","2",68.210445,68.341356,68.472268,"6",125.505997,"UNC12021907",8.68957161881371,FALSE
"ENSMUSG00000040009","Gnaz","10",74.967177,74.992042,75.016907,"14",59.120998,"UNC24067871",8.686406992351,FALSE
"ENSMUSG00000078451","Ppil6","10",41.490439,41.502362,41.514284,"6",71.696206,"JAX00613246",8.68505727006714,FALSE
"ENSMUSG00000074461","Gm10699","8",14.090461,14.091526,14.09259,"18",60.486788,"UNC29384701",8.6850229251744,FALSE
"ENSMUSG00000069972","Rps13-ps2","7",88.530405,88.530665,88.530925,"19",24.6557,"UNC30099221",8.68441454517916,FALSE
"ENSMUSG00000045319","Proser2","2",6.100025,6.115118,6.130211,"15",93.950217,"UNC26139534",8.68111549487033,FALSE
"ENSMUSG00000068966","Zbtb34","2",33.406108,33.418716,33.431324,"16",5.840072,"UNC26269470",8.68048863224439,FALSE
"ENSMUSG00000084170","Gm11954","11",4.002457,4.002631,4.002805,"X",10.883531,"JAX00709157",8.67746598042204,FALSE
"ENSMUSG00000086269","Gm16154","10",94.567828,94.589956,94.612084,"X",129.78854,"UNC31313525",8.67607575859718,FALSE
"ENSMUSG00000087630","Gm11513","11",95.032759,95.035521,95.038283,"4",125.522676,"UNC8152571",8.67280047252351,FALSE
"ENSMUSG00000025986","Slc39a10","1",46.807544,46.830795,46.854046,"6",22.509825,"JAX00604801",8.67087400629875,FALSE
"ENSMUSG00000044814","Olfr543","7",102.476773,102.477338,102.477902,"19",34.678583,"JAX00476263",8.66499191560248,FALSE
"ENSMUSG00000023964","Calcr","6",3.685677,3.725195,3.764713,"4",140.679129,"UNC8361248",8.66469992915597,FALSE
"ENSMUSG00000038886","Man2a2","7",80.349098,80.360236,80.371375,"10",60.858503,"UNC18061077",8.66380471794248,FALSE
"ENSMUSG00000048707","Tprn","2",25.262618,25.266252,25.269885,"9",72.453784,"JAX00698296",8.66186143426408,FALSE
"ENSMUSG00000028996","Rbp7","4",149.449687,149.452332,149.454978,"14",112.808465,"JAX00390089",8.65875250471187,FALSE
"ENSMUSG00000038784","Cnot4","6",35.022066,35.077902,35.133737,"2",152.032057,"UNC4238495",8.65452104703981,FALSE
"ENSMUSG00000047146","Tet1","10",62.80457,62.851844,62.899118,"3",120.243262,"UNC6084612",8.6497612493389,FALSE
"ENSMUSG00000074653","Lrrc31","3",30.679058,30.68945,30.699843,"17",27.50828,"UNC27724056",8.64964869571271,FALSE
"ENSMUSG00000021319","Sfrp4","13",19.623175,19.627998,19.632821,"10",20.737266,"UNC17548370",8.64407894072532,FALSE
"ENSMUSG00000026479","Lamc2","1",153.122756,153.154602,153.186447,"19",15.783179,"B6_rs30616566",8.63794951425174,FALSE
"ENSMUSG00000074283","Zfp109","7",24.228048,24.23234,24.236632,"2",72.842296,"UNC3322185",8.63518009398191,FALSE
