"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSP00000019128","ENSMUSG00000000568","Hnrnpd","5",99.958426,99.968682,99.978938,"6",116.682006,"UNC11920142",8.61065403394902,FALSE
"ENSMUSP00000005826","ENSMUSG00000005683","Cs","10",128.337832,128.350156,128.362479,"13",101.786182,"UNC23234221",8.60944709781697,FALSE
"ENSMUSP00000031694","ENSMUSG00000029683","Lmod2","6",24.597771,24.601592,24.605414,"11",117.73429,"JAX00323123",8.58485752142561,FALSE
"ENSMUSP00000029147","ENSMUSG00000027618","Nfs1","2",156.123639,156.133912,156.144186,"16",72.344349,"UNC27093975",8.57850468562151,FALSE
"ENSMUSP00000026607","ENSMUSG00000025531","Chm","X",113.040595,113.113056,113.185517,"8",123.222965,"JAX00682838",8.57403945391803,FALSE
"ENSMUSP00000099658","ENSMUSG00000057236","Rbbp4","4",129.3071,129.321235,129.33537,"11",35.534525,"UNC19404979",8.57282485688068,FALSE
"ENSMUSP00000032485","ENSMUSG00000030335","Mrpl51","6",125.191801,125.193692,125.195583,"11",120.303422,"UNC110561799",8.56929170218181,FALSE
"ENSMUSP00000028199","ENSMUSG00000026848","Tor1b","2",30.952959,30.955987,30.959015,"X",167.503511,"UNC31578355",8.55813748289953,FALSE
"ENSMUSP00000053754","ENSMUSG00000020458","Rtn4","11",29.692947,29.718639,29.744331,"8",113.167858,"UNC15521384",8.54822116539753,FALSE
"ENSMUSP00000086519","ENSMUSG00000094724","Rnaset2b","17",6.97886,6.99508,7.011299,"10",118.402441,"UNC18818141",8.54092715703224,FALSE
"ENSMUSP00000098041","ENSMUSG00000060012","Kif13b","14",64.652531,64.729414,64.806296,"15",48.469833,"JAX00061723",8.53561624329049,FALSE
"ENSMUSP00000022521","ENSMUSG00000021948","Prkcd","14",30.595356,30.610783,30.62621,"13",76.855389,"JAX00363742",8.52467245347174,FALSE
"ENSMUSP00000104830","ENSMUSG00000078923","Ube2v1","2",167.607638,167.619866,167.632095,"7",128.741846,"UNC13825909",8.52267848909461,FALSE
"ENSMUSP00000002603","ENSMUSG00000022568","Scrib","15",76.047158,76.058471,76.069784,"1",192.059982,"UNC2440511",8.51813014118064,FALSE
"ENSMUSP00000039493","ENSMUSG00000040459","Arglu1","8",8.666577,8.678557,8.690537,"18",68.199802,"UNC29505806",8.51338499529801,FALSE
"ENSMUSP00000090059","ENSMUSG00000034120","Srsf2","11",116.849901,116.851498,116.853094,"11",35.873922,"UNC19410703",8.51322238873943,FALSE
"ENSMUSP00000004072","ENSMUSG00000003970","Rpl8","15",76.904071,76.905194,76.906318,"4",137.06021,"UNC8308485",8.50973582571083,FALSE
"ENSMUSP00000035415","ENSMUSG00000032637","Atxn2l","7",126.491708,126.497572,126.503437,"6",43.620165,"JAX00608351",8.50915925433475,FALSE
"ENSMUSP00000067576","ENSMUSG00000052920","Prkg1","19",30.567551,31.166292,31.765033,"3",146.633319,"UNC6478926",8.50771208585665,FALSE
"ENSMUSP00000109829","ENSMUSG00000022890","Atp5j","16",84.827866,84.831746,84.835625,"19",59.247784,"UNC30587009",8.49905203761066,FALSE
"ENSMUSP00000039394","ENSMUSG00000037933","Bicd2","13",49.341549,49.364287,49.387025,"12",80.690555,"JAX00339517",8.4968128388769,FALSE
"ENSMUSP00000109331","ENSMUSG00000032366","Tpm1","9",67.02259,67.035998,67.049406,"9",96.414949,"UNC16929509",8.49385715823293,FALSE
"ENSMUSP00000079137","ENSMUSG00000063383","Zfp947","17",22.144359,22.155274,22.16619,"19",40.294939,"JAX00477352",8.49244829660447,FALSE
"ENSMUSP00000114802","ENSMUSG00000024163","Mapk8ip3","17",24.892153,24.914565,24.936977,"8",31.735248,"UNC14431808",8.48697603715562,FALSE
"ENSMUSP00000037543","ENSMUSG00000033396","Spg11","2",122.05352,122.085953,122.118386,"3",97.846229,"UNC5807613",8.48151420983772,FALSE
"ENSMUSP00000061597","ENSMUSG00000048096","Lmod1","1",135.324807,135.346436,135.368065,"17",75.694276,"UNC28362185",8.48142499765119,FALSE
"ENSMUSP00000100199","ENSMUSG00000095338","Igkv3-9","6",70.588189,70.588483,70.588777,"18",86.060443,"JAX00468185",8.47810627711041,FALSE
"ENSMUSP00000056026","ENSMUSG00000045691","Thtpa","14",55.094835,55.09691,55.098986,"1",177.6616,"UNC2281004",8.47718718271037,FALSE
"ENSMUSP00000028016","ENSMUSG00000040225","Prrc2c","1",162.670725,162.70564,162.740556,"2",5.594388,"JAX00482470",8.46744005398168,FALSE
"ENSMUSP00000078636","ENSMUSG00000073842","Mup7","4",60.066469,60.068472,60.070475,"5",26.901624,"UNC8844535",8.45700193216047,FALSE
"ENSMUSP00000082652","ENSMUSG00000032249","Anp32a","9",62.341293,62.360052,62.378812,"16",38.378085,"UNC160041178",8.45249876981929,FALSE
"ENSMUSP00000045955","ENSMUSG00000039367","Sec24c","14",20.674321,20.684586,20.69485,"11",94.754221,"UNC20171930",8.44647458515199,FALSE
"ENSMUSP00000051708","ENSMUSG00000046727","Cystm1","18",36.345619,36.3743,36.40298,"19",23.844671,"UNC30084504",8.44416936760908,FALSE
"ENSMUSP00000029355","ENSMUSG00000027784","Ppm1l","3",69.316861,69.438832,69.560802,"2",44.128133,"UNC2959801",8.42978473106439,FALSE
"ENSMUSP00000104938","ENSMUSG00000021710","Nln","13",104.023439,104.066526,104.109614,"3",145.115805,"UNC6454708",8.42725992711072,FALSE
"ENSMUSP00000027792","ENSMUSG00000026511","Srp9","1",182.124737,182.128572,182.132407,"11",107.367345,"UNC20327594",8.42588443002783,FALSE
"ENSMUSP00000079180","ENSMUSG00000009927","Rps25","9",44.407714,44.40906,44.410405,"3",148.421402,"UNC6504622",8.42038904947075,FALSE
"ENSMUSP00000112648","ENSMUSG00000034842","Art3","5",92.331827,92.373228,92.414628,"14",122.341671,"UNC24925969",8.41449408147252,FALSE
"ENSMUSP00000043240","ENSMUSG00000020220","Vps13d","4",144.972622,145.083814,145.195005,"2",151.018857,"UNC4230433",8.40796725350505,FALSE
"ENSMUSP00000046324","ENSMUSG00000033318","Gstt2","10",75.831845,75.833363,75.834881,"7",75.076372,"UNC13148935",8.39865792965209,FALSE
"ENSMUSP00000079163","ENSMUSG00000012405","Rpl15","14",18.267823,18.269607,18.271391,"4",95.823023,"UNC7780959",8.39400755741365,FALSE
"ENSMUSP00000029414","ENSMUSG00000027828","Ssr3","3",65.379655,65.386139,65.392623,"13",83.796286,"UNC22976916",8.39247063335531,FALSE
"ENSMUSP00000026820","ENSMUSG00000025726","Slc28a1","7",81.114799,81.142608,81.170416,"8",119.434981,"JAX00682032",8.3920393507348,FALSE
"ENSMUSP00000023670","ENSMUSG00000022949","Clic6","16",92.485736,92.51349,92.541243,"10",14.797956,"UNC17470436",8.37071997391942,FALSE
"ENSMUSP00000068790","ENSMUSG00000055670","Zzef1","11",72.796226,72.861673,72.92712,"18",61.592914,"UNC29400518",8.36344817841942,FALSE
"ENSMUSP00000024978","ENSMUSG00000073435","Nme3","17",24.8965,24.897011,24.897522,"17",80.56363,"backupUNC170361858",8.35902505452363,FALSE
"ENSMUSP00000117022","ENSMUSG00000037601","Nme1","11",93.956979,93.96275,93.968521,"11",66.513693,"JAX00028484",8.34904271619352,FALSE
"ENSMUSP00000129767","ENSMUSG00000015671","Psma2","13",14.613242,14.619456,14.625671,"17",58.427043,"UNC28097507",8.33614700236127,FALSE
"ENSMUSP00000101673","ENSMUSG00000028180","Zranb2","3",157.53416,157.541275,157.54839,"9",92.001564,"UNC16866232",8.32853487548813,FALSE
"ENSMUSP00000099412","ENSMUSG00000027651","Rprd1b","2",158.028497,158.080397,158.132297,"12",103.531195,"UNC21783086",8.32337522813872,FALSE
"ENSMUSP00000021166","ENSMUSG00000020810","Cygb","11",116.645595,116.649954,116.654313,"1",194.774687,"UNC2463974",8.32049473947037,FALSE
"ENSMUSP00000079379","ENSMUSG00000058355","Abce1","8",79.683442,79.697591,79.71174,"11",31.641247,"UNC19351705",8.31885769400942,FALSE
"ENSMUSP00000127646","ENSMUSG00000022620","Arsa","15",89.472476,89.47495,89.477425,"5",130.958298,"UNC10178560",8.31874769079374,FALSE
"ENSMUSP00000081134","ENSMUSG00000028980","H6pd","4",149.979475,149.994249,150.009023,"12",91.485783,"UNC120204066",8.30488174603744,FALSE
"ENSMUSP00000069965","ENSMUSG00000052214","Opa3","7",19.228334,19.242438,19.256543,"2",151.018857,"UNC4230433",8.30443078186087,FALSE
"ENSMUSP00000007482","ENSMUSG00000007338","Mrpl49","19",6.05363,6.05569,6.057751,"4",97.639777,"UNC7801608",8.30087777848749,FALSE
"ENSMUSP00000027438","ENSMUSG00000026234","Ncl","1",86.344719,86.352087,86.359455,"11",35.917541,"UNC19411504",8.29981656549831,FALSE
"ENSMUSP00000126377","ENSMUSG00000009681","Bcr","10",75.060896,75.12291,75.184923,"10",45.194184,"UNC17871390",8.29109142317967,FALSE
"ENSMUSP00000117200","ENSMUSG00000001143","Lman2l","1",36.422065,36.433668,36.445271,"9",113.001312,"UNC17152866",8.28743957368888,FALSE
"ENSMUSP00000028607","ENSMUSG00000027184","Caprin1","2",103.762941,103.780295,103.797649,"11",35.534525,"UNC19404979",8.28686446167695,FALSE
"ENSMUSP00000034834","ENSMUSG00000032294","Pkm","9",59.656368,59.667872,59.679375,"13",100.095523,"UNC130178222",8.28355599257821,FALSE
"ENSMUSP00000042207","ENSMUSG00000036698","Ago2","15",73.095844,73.140342,73.18484,"1",183.752184,"UNC2342792",8.27901313212794,FALSE
"ENSMUSP00000009138","ENSMUSG00000024006","Stk38","17",28.970885,28.989415,29.007945,"12",73.983824,"UNC21403908",8.27398377756752,FALSE
"ENSMUSP00000034992","ENSMUSG00000032420","Nt5e","9",88.327609,88.349849,88.372089,"1",99.577652,"UNC1240441",8.27302237010955,FALSE
"ENSMUSP00000020759","ENSMUSG00000020467","Efemp1","11",28.853204,28.889974,28.926743,"8",34.838145,"UNC14482541",8.27220377122644,FALSE
"ENSMUSP00000080997","ENSMUSG00000064358","mt-Co3","MT",0.008607,0.008998,0.00939,"17",79.195152,"UNC28418924",8.26913839033414,FALSE
"ENSMUSP00000026135","ENSMUSG00000025142","Aspscr1","11",120.672973,120.69121,120.709447,"2",114.300774,"UNC3783798",8.26580976906422,FALSE
"ENSMUSP00000024988","ENSMUSG00000024164","C3","17",57.20397,57.216053,57.228136,"1",73.991793,"JAX00255136",8.26293409186028,FALSE
"ENSMUSP00000087736","ENSMUSG00000068614","Actc1","2",114.047282,114.050415,114.053548,"12",100.865146,"UNC21751906",8.26001916477732,FALSE
"ENSMUSP00000106180","ENSMUSG00000027227","Sord","2",122.234749,122.250044,122.26534,"4",97.661301,"UNC7801883",8.25833098540385,FALSE
"ENSMUSP00000035291","ENSMUSG00000036983","Tfb1m","17",3.519263,3.538488,3.557713,"18",13.336314,"UNC28758455",8.2530913145562,FALSE
"ENSMUSP00000113588","ENSMUSG00000031242","2610002M06Rik","X",107.782751,107.799542,107.816334,"15",39.760341,"UNC25417690",8.25196422038045,FALSE
"ENSMUSP00000020637","ENSMUSG00000020368","Canx","11",50.293961,50.309817,50.325673,"10",100.667337,"JAX00021549",8.24234071535072,FALSE
"ENSMUSP00000097560","ENSMUSG00000051747","Ttn","2",76.70398,76.843264,76.982547,"12",98.295174,"UNC21716622",8.23758681867676,FALSE
"ENSMUSP00000109362","ENSMUSG00000026172","Bcs1l","1",74.588289,74.590366,74.592443,"10",128.557257,"UNC18971228",8.2365328560157,FALSE
"ENSMUSP00000020358","ENSMUSG00000020149","Rab1","11",20.201432,20.214144,20.226856,"11",47.071245,"backupUNC110065767",8.23053508698126,FALSE
"ENSMUSP00000108187","ENSMUSG00000035168","Tanc1","2",59.612042,59.729096,59.846149,"3",116.153462,"UNC6026140",8.22910952265362,FALSE
"ENSMUSP00000117971","ENSMUSG00000030879","Mrpl17","7",105.806658,105.808878,105.811099,"4",120.857347,"UNC8100963",8.2178264130272,FALSE
"ENSMUSP00000128400","ENSMUSG00000090553","Snrpe","1",133.603871,133.607081,133.610291,"8",99.912524,"JAX00678280",8.21782421711474,FALSE
"ENSMUSP00000117229","ENSMUSG00000092232","Gm20521","14",54.883441,54.890789,54.898137,"19",44.648788,"UNC30374306",8.21587607020973,FALSE
"ENSMUSP00000059643","ENSMUSG00000044938","Klhl31","9",77.6365,77.648314,77.660127,"2",113.195864,"UNC3770760",8.21231896707607,FALSE
"ENSMUSP00000093955","ENSMUSG00000071644","Eef1g","19",8.967041,8.97276,8.978479,"13",102.946982,"UNC23248826",8.21103761490246,FALSE
"ENSMUSP00000005218","ENSMUSG00000005087","Cd44","2",102.811141,102.856403,102.901665,"5",117.328295,"backupUNC050193470",8.2104359995152,FALSE
"ENSMUSP00000023161","ENSMUSG00000022519","Srl","16",4.480216,4.511016,4.541816,"18",64.981308,"UNC29452057",8.20630815721252,FALSE
"ENSMUSP00000105321","ENSMUSG00000021595","Nsun2","13",69.533746,69.584763,69.63578,"7",120.275635,"UNC13735256",8.20255024489983,FALSE
"ENSMUSP00000035194","ENSMUSG00000032577","Mapkapk3","9",107.254927,107.272402,107.289877,"12",99.67971,"UNC21736141",8.19635099448336,FALSE
"ENSMUSP00000099803","ENSMUSG00000028568","Btf3l4","4",108.814295,108.823954,108.833614,"4",118.951821,"UNC8076626",8.19330934112017,FALSE
"ENSMUSP00000091318","ENSMUSG00000032369","Plscr1","9",92.250057,92.261016,92.271975,"17",61.816779,"UNC28151633",8.19113214783789,FALSE
"ENSMUSP00000002043","ENSMUSG00000078622","Ccdc47","11",106.197408,106.206876,106.216344,"7",142.826802,"UNC14026572",8.18901351802071,FALSE
"ENSMUSP00000003071","ENSMUSG00000074336","Apoc4","7",19.678094,19.679755,19.681416,"3",54.787025,"UNC5300878",8.18525964118191,FALSE
"ENSMUSP00000030903","ENSMUSG00000029036","Atad3a","4",155.740641,155.750867,155.761093,"5",118.824586,"UNC10014196",8.18118407337339,FALSE
"ENSMUSP00000107186","ENSMUSG00000049550","Clip1","5",123.577795,123.631206,123.684618,"19",55.970346,"UNC30542671",8.17834335880362,FALSE
"ENSMUSP00000051268","ENSMUSG00000028601","Echdc2","4",108.165437,108.172372,108.179308,"14",106.181998,"UNC24677830",8.17670881572293,FALSE
"ENSMUSP00000066303","ENSMUSG00000024038","Ndufv3","17",31.520115,31.525718,31.531321,"19",59.219009,"UNC30586618",8.17352250083864,FALSE
"ENSMUSP00000096688","ENSMUSG00000027806","Tsc22d2","3",58.415689,58.441238,58.466787,"10",86.760299,"UNC18366583",8.17193599013209,FALSE
"ENSMUSP00000015391","ENSMUSG00000015247","Nipsnap3b","4",53.01188,53.01697,53.02206,"10",14.407763,"UNC17465536",8.16494726543914,FALSE
"ENSMUSP00000121032","ENSMUSG00000034135","Sik3","9",46.01282,46.118507,46.224194,"X",73.969695,"UNC30965671",8.16466236476946,FALSE
"ENSMUSP00000007255","ENSMUSG00000007039","Ddah2","17",35.059035,35.060565,35.062095,"X",120.589963,"UNC200167426",8.16114737616974,FALSE
"ENSMUSP00000109288","ENSMUSG00000029992","Gfpt1","6",87.042846,87.067522,87.092197,"15",25.758604,"UNC25221025",8.15910917996914,FALSE
"ENSMUSP00000071078","ENSMUSG00000055681","Cope","8",70.302518,70.307756,70.312993,"11",92.20418,"UNC111437875",8.15802214133947,FALSE
"ENSMUSP00000025547","ENSMUSG00000024645","Timm21","18",84.947294,84.949409,84.951524,"3",150.901423,"UNC6535155",8.15231446222845,FALSE
"ENSMUSP00000036890","ENSMUSG00000041957","Pkp2","16",16.213318,16.243015,16.272712,"12",98.427046,"UNC21718670",8.14896077329748,FALSE
